search_term,post_id,creator,posted_date,likes,comments,hashtags,caption,image_description,post_url,status
"#californiacuisine","DH50k-SSQUu","drinksonthematt","March 28, 2025","61","","#champagne #celebration #californiacuisine","Champagne toast California celebration","Champagne glasses with California sparkling wine","https://www.instagram.com/p/DH50k-SSQUu/","SCRAPED"
"#californiacuisine","C5oWLuXvZZM","therooftopbeverlyhills","April 11, 2024","61","","#easterbrunch #beverlyhills #californiacuisine","Easter Brunch at The Rooftop Beverly Hills","Easter brunch spread with California cuisine dishes at rooftop venue","https://www.instagram.com/p/C5oWLuXvZZM/","SCRAPED"
"#californiacuisine","C3NKVX7rFWY","marknewmanphotography","February 5, 2024","69","","#garden #california #californiacuisine","California garden with fresh produce photography","Lush California garden with fresh vegetables and herbs","https://www.instagram.com/p/C3NKVX7rFWY/","SCRAPED"
"#californiacuisine","C3LzYNWrDQV","californiarestaurantfoundation","February 4, 2024","152","","#goldenstateawards #californiacuisine #chefs","Golden State Awards - California Restaurant Foundation","Award ceremony celebrating California restaurant excellence","https://www.instagram.com/p/C3LzYNWrDQV/","SCRAPED"
"#californiacuisine","C1_r60crmb_","food_andtraveltales","January 14, 2024","90","","#duckconfit #frenchcalifornia #californiacuisine","Duck confit California French fusion","Duck confit leg with California seasonal vegetables","https://www.instagram.com/p/C1_r60crmb_/","SCRAPED"
"#californiacuisine","DKzFQBTRpxM","flavorheist","June 11, 2025","4612","","#friedrice #californiastyle #californiacuisine","California style fried rice with fresh ingredients","Colorful fried rice bowl with California fresh vegetables","https://www.instagram.com/p/DKzFQBTRpxM/","SCRAPED"
"#californiacuisine","C96hYuTR61R","101doggiemom","October 27, 2024","43","","#redwoodgrill #losaltos #californiacuisine","Redwood Grill and Cafe Los Altos California","Brunch dishes at Redwood Grill and Cafe","https://www.instagram.com/p/C96hYuTR61R/","SCRAPED"
"#californiacuisine","CtNAkSOyG1U","gurmaykitchen","July 9, 2023","","","#menemen #turkisheggs #californiacuisine","Menemen Turkish eggs Palm Springs style","Turkish shakshuka eggs dish with Mediterranean spices","https://www.instagram.com/p/CtNAkSOyG1U/","SCRAPED"
"#californiacuisine","B_yG-S5FWzn","brocante_icaco","June 30, 2020","75","","#japanesecookbook #california #californiacuisine","Japanese cookbook covers California fusion","Vintage Japanese cookbook collection with California influence","https://www.instagram.com/p/B_yG-S5FWzn/","SCRAPED"
"#californiacuisine","Cpro0PUOBrp","s.f.invictus","March 19, 2023","","","#indigenous #acorns #californiacuisine","Pounding acorns - Indigenous California cuisine","Traditional indigenous food preparation with acorns","https://www.instagram.com/p/Cpro0PUOBrp/","SCRAPED"
"#californiacuisine","CzXVAR-OMxW","michaelsnewyork","November 11, 2023","129","","#chefkyunguplim #koreatown #californiacuisine","Chef Kyung Up Lim at Michael's New York","Portrait of Korean-American chef representing California cuisine","https://www.instagram.com/p/CzXVAR-OMxW/","SCRAPED"
"#californiacuisine","C6ag3dxuwWu","yoshimi_sep1","April 28, 2024","54","","#frances #michelinstar #californiacuisine","Frances Michelin star restaurant San Francisco","Fine dining dish at Frances Michelin-starred restaurant","https://www.instagram.com/p/C6ag3dxuwWu/","SCRAPED"
"#californiacuisine","DP46gMEgU4Z","curated.by.lucy","October 17, 2025","","","#chezpanisse #berkeley #californiacuisine","Chez Panisse Berkeley - birthplace of California cuisine","Interior or dish from legendary Chez Panisse restaurant","https://www.instagram.com/p/DP46gMEgU4Z/","SCRAPED"
"#californiacuisine","C3Q-8kFPtGS","thelodgesonoma","February 7, 2024","47","","#mina #wings #californiacuisine","MINA wings at The Lodge Sonoma","Gourmet chicken wings from MINA restaurant collaboration","https://www.instagram.com/p/C3Q-8kFPtGS/","SCRAPED"
"#californiacuisine","B24aNOdh2OL","oceanasantamonica","October 6, 2019","92","","#oceanasantamonica #restaurant #californiacuisine","Oceana Santa Monica restaurant interior","Elegant restaurant interior at Oceana Santa Monica","https://www.instagram.com/p/B24aNOdh2OL/","SCRAPED"
"#californiacuisine","BfzGISYlBhQ","waldorfbevhills","February 25, 2018","569","","#waldorfbeverlyhills #rooftop #californiacuisine","Rooftop terrace at Waldorf Beverly Hills","Luxurious rooftop dining terrace with Beverly Hills views","https://www.instagram.com/p/BfzGISYlBhQ/","SCRAPED"
"#californiacuisine","DTd991Xlcdb","a2cosasabrosa","January 11, 2026","31","","#caliburrito #mexican #californiacuisine","Cali Burrito - California Mexican fusion","Large California-style burrito with fresh ingredients","https://www.instagram.com/p/DTd991Xlcdb/","SCRAPED"
"#californiacuisine","DRNVLJsksvr","gaylordpacificofficial","November 18, 2025","37","","#turkeyburger #gaylordpacific #californiacuisine","Turkey burger at Gaylord Pacific","Gourmet turkey burger California style","https://www.instagram.com/p/DRNVLJsksvr/","SCRAPED"
"#californiacuisine","DN0v0GqQuq3","leilabythebay_herc","August 16, 2025","40","","#leilabythebay #restaurant #californiacuisine","Leila by the Bay restaurant exterior Hercules","Restaurant exterior with California coastal styling","https://www.instagram.com/p/DN0v0GqQuq3/","SCRAPED"
"#californiacuisine","Cs326NkRS91","by.moowan","July 3, 2023","15","","#cioppino #seafood #californiacuisine","Seafood cioppino San Francisco style","Traditional San Francisco cioppino seafood stew","https://www.instagram.com/p/Cs326NkRS91/","SCRAPED"
"#californiacuisine","CsuFtpQuuS2","will_mongry","July 5, 2023","62","","#glenellenstar #pasta #californiacuisine","Glen Ellen Star pasta Sonoma County","Fresh pasta dish at Glen Ellen Star restaurant","https://www.instagram.com/p/CsuFtpQuuS2/","SCRAPED"
"#californiacuisine","ChAoHoXurQM","wildonionbistro","November 18, 2022","19","","#wildonionbistro #paloalto #californiacuisine","Wild Onion Bistro restaurant Palo Alto","Restaurant interior at Wild Onion Bistro Palo Alto","https://www.instagram.com/p/ChAoHoXurQM/","SCRAPED"
"#californiacuisine","CnP6znCvUY-","theevelynelora","December 30, 2022","209","","#napavalley #vineyard #californiacuisine","Napa Valley vineyard scenic view","Woman at Napa Valley vineyard with wine country views","https://www.instagram.com/p/CnP6znCvUY-/","SCRAPED"
"#californiacuisine","DRSWZWtjG0o","cheffullilove","November 20, 2025","170","","#markpeel #roychoi #californiacuisine","Chef Mark Peel and Roy Choi - LA legends","Photo of legendary LA chefs Mark Peel and Roy Choi together","https://www.instagram.com/p/DRSWZWtjG0o/","SCRAPED"
"#californiacuisine","CKmYHeQl6bT","grandcentralmarketla","January 29, 2021","274","","#prawncoastal #grandcentralmarket #californiacuisine","Prawn Coastal Casual neon sign at Grand Central Market","Teal neon Prawn Coastal Casual sign at Grand Central Market LA","https://www.instagram.com/p/CKmYHeQl6bT/","SCRAPED"
"#californiacuisine","DLvMrM2poeY","southcoastwineryresort","July 6, 2025","36","","#winespectator #temecula #californiacuisine","Wine Spectator Award 2025 Vineyard Rose Restaurant Temecula","Restaurant interior with Wine Spectator Award of Excellence badge","https://www.instagram.com/p/DLvMrM2poeY/","SCRAPED"
"#californiacuisine","DTgBh1CDWka","taste_restaurant","January 15, 2026","19","","#wintersalad #amadorwine #californiacuisine","Winter citrus salad with mandarinquats Amador Wine Country","Colorful winter salad with citrus Cotija cheese and frisee","https://www.instagram.com/p/DTgBh1CDWka/","SCRAPED"
"#californiacuisine","DE6BMowJ5ZA","recreated.recipes","January 17, 2025","21","","#tritip #snakeriverfarms #californiacuisine","Grilled tri-tip from Eat California cookbook","Sliced tri-tip steak with tomato panzanella salad","https://www.instagram.com/p/DE6BMowJ5ZA/","SCRAPED"
"#californiacuisine","CfuIFQqJFRa","therooftopbeverlyhills","July 7, 2022","47","","#jeangeorges #beverlyhills #californiacuisine","Jean Georges rooftop Beverly Hills dining","Man drinking on rooftop terrace with Beverly Hills skyline","https://www.instagram.com/p/CfuIFQqJFRa/","SCRAPED"
"#californiacuisine","Cu8B5DsveUh","gurmaykitchen","July 21, 2023","","","#flatbread #farmersmarket #californiacuisine","Fresh flatbread at Joshua Tree farmers market","Artisan flatbread with Mediterranean toppings and shakshuka","https://www.instagram.com/p/Cu8B5DsveUh/","SCRAPED"
"#californiacuisine","C9anOOGyoVT","101doggiemom","July 15, 2024","37","","#eggsbenedct #bayarea #californiacuisine","Sunday brunch at Redwood Grill Los Altos Bay Area","Brunch collage with eggs benedict avocado toast corn chowder","https://www.instagram.com/p/C9anOOGyoVT/","SCRAPED"
"#californiacuisine","Bw8idAUlNUT","sayimafoodie","May 2, 2019","416","","#statebirdprovisions #michelin #californiacuisine","State Bird Provisions Michelin restaurant San Francisco","Multiple small plates at State Bird Provisions with menu visible","https://www.instagram.com/p/Bw8idAUlNUT/","SCRAPED"
"#californiacuisine","DPSLzi5koAR","lemongrovelosangeles","October 2, 2025","23","","#lemongrovela #rooftop #californiacuisine","Lemon Grove rooftop bar Los Angeles Forbes best rooftops","Rooftop terrace seating with Hollywood architecture views","https://www.instagram.com/p/DPSLzi5koAR/","SCRAPED"
"#californiacuisine","C7RMD6UOkbY","wandisworld","May 22, 2024","381","","#walnutlane #jonathanwaxman #californiacuisine","Walnut Lane by Jonathan Waxman California cuisine delivery","Grilled sea bass over romesco sauce with multiple dishes","https://www.instagram.com/p/C7RMD6UOkbY/","SCRAPED"
"#newyorkfood","DSnAH8yEfe_","kenzingaround","December 23, 2025","","","#newyorkfood #nycfoodie #nyceats","NYC food tour - Clinton St Baking Co pancakes","Food tour featuring Clinton St Baking Co blueberry pancakes and NYC food spots","https://www.instagram.com/p/DSnAH8yEfe_/","SCRAPED"
"#newyorkfood","DThZGYdjADe","campasmeats","January 15, 2026","1","","#newyorkfood #sausage #italianfood","NY Sweet Italian sausage","NY Sweet Italian sausage at butcher shop","https://www.instagram.com/p/DThZGYdjADe/","SCRAPED"
"#newyorkfood","DTgu_L-AH9p","diningwithchrissy","January 15, 2026","","","#newyorkfood #bananapudding #rockefellercenter","Magnolia Banana Pudding at Rockefeller Center","Magnolia Bakery banana pudding cup at Rockefeller Center NYC","https://www.instagram.com/p/DTgu_L-AH9p/","SCRAPED"
"#newyorkfood","DRgJSy4ja9M","myannoyingopinions","November 26, 2025","9","","#newyorkfood #brooklyn #hummus","Theodora Brooklyn hummus","Hummus platter at Theodora restaurant Brooklyn","https://www.instagram.com/p/DRgJSy4ja9M/","SCRAPED"
"#newyorkfood","DSVMOUjEQQe","andiberlin","December 16, 2025","40","","#newyorkfood #wontons #chinesefood","Hey Yuet NYC wontons","Wonton soup at Hey Yuet NYC","https://www.instagram.com/p/DSVMOUjEQQe/","SCRAPED"
"#newyorkfood","DRIHJ55DLQ0","lunchingwithloz","November 16, 2025","289","","#newyorkfood #nycfoodie #foodhighlights","NYC Foodie Highlights compilation","NYC food highlights carousel post","https://www.instagram.com/p/DRIHJ55DLQ0/","SCRAPED"
"#newyorkfood","DTV5j5cDTuU","polyne_coupette","January 11, 2026","14","","#newyorkfood #zeppoles #italianfood","Zeppoles Italian fried dough","Powdered sugar zeppoles Italian dessert","https://www.instagram.com/p/DTV5j5cDTuU/","SCRAPED"
"#newyorkfood","DSVWYDLDGSA","mery_boniello","December 16, 2025","377","","#newyorkfood #nycstyle #shakeshack","NYC street style photo near Shake Shack","Street style fashion photo near Shake Shack NYC","https://www.instagram.com/p/DSVWYDLDGSA/","SCRAPED"
"#newyorkfood","DQo0j6wDsgA","food4heartbreak","November 4, 2025","504","","#newyorkfood #pizza #normspizza","Norm's Pizza NYC","Pizza slice at Norm's Pizza NYC","https://www.instagram.com/p/DQo0j6wDsgA/","SCRAPED"
"#newyorkfood","DTBmdSsE8OA","trayofcravings","January 3, 2026","38","","#newyorkfood #foodratings #nycfoodie","NYC food ratings compilation","NYC restaurant and food ratings post","https://www.instagram.com/p/DTBmdSsE8OA/","SCRAPED"
"#newyorkfood","DSWQiYgjesw","mayasmealrecs","December 17, 2025","37","","#newyorkfood #bagels #apollobagels","Apollo Bagels salmon bagel","Salmon cream cheese bagel at Apollo Bagels NYC","https://www.instagram.com/p/DSWQiYgjesw/","SCRAPED"
"#newyorkfood","DSDbw_skX3Q","emiliakaplan","December 10, 2025","","","#newyorkfood #cafemogador #moroccan","Cafe Mogador NYC","Moroccan food at Cafe Mogador NYC","https://www.instagram.com/p/DSDbw_skX3Q/","SCRAPED"
"#newyorkfood","DSASrx6DSLR","wilk_kevin","December 8, 2025","125","","#newyorkfood #taonyc #salmontacos","Tao NYC salmon tacos","Salmon tacos at Tao restaurant NYC","https://www.instagram.com/p/DSASrx6DSLR/","SCRAPED"
"#newyorkfood","DP9ZdxHkcEi","fontanas_food","October 18, 2025","293","","#newyorkfood #sandwiches #comptonsnyc","Sandwiches at Compton's NYC","Deli sandwiches at Compton's NYC","https://www.instagram.com/p/DP9ZdxHkcEi/","SCRAPED"
"#newyorkfood","DQK6fe9galC","eat_drink_newyorkcity","October 24, 2025","","","#newyorkfood #thegrill #steak","The Grill NYC steak","Steak dinner at The Grill NYC","https://www.instagram.com/p/DQK6fe9galC/","SCRAPED"
"#newyorkfood","B1HlntJg1Y4","bestfoodny","August 14, 2019","4966","","#newyorkfood #katzsdeli #pastrami","Katz's Deli pastrami sandwich","Classic pastrami sandwich at Katz's Deli NYC","https://www.instagram.com/p/B1HlntJg1Y4/","SCRAPED"
"#newyorkfood","DS0lA9Mjie8","ny_paodequeijo","December 29, 2025","14","","#newyorkfood #brazilian #astoria","Brazilian burger Astoria Queens","Brazilian style burger in Astoria Queens","https://www.instagram.com/p/DS0lA9Mjie8/","SCRAPED"
"#newyorkfood","DTgnWZAlb-u","newyorkneweatsnewphone","January 15, 2026","7","","#newyorkfood #emily #burger","Emily burger NYC","Burger at Emily restaurant NYC","https://www.instagram.com/p/DTgnWZAlb-u/","SCRAPED"
"#newyorkfood","DTdBHrdDv5v","lilfrankies","January 14, 2026","64","","#newyorkfood #calamari #italian","Lil' Frankie's calamari","Fried calamari at Lil' Frankie's NYC","https://www.instagram.com/p/DTdBHrdDv5v/","SCRAPED"
"#newyorkfood","DRKYF9NjJsc","laparisiennenyc","November 17, 2025","18","","#newyorkfood #caesarsalad #french","La Parisienne NYC Caesar salad","Caesar salad at La Parisienne NYC","https://www.instagram.com/p/DRKYF9NjJsc/","SCRAPED"
"#newyorkfood","DSU8rDpDlhO","travelandfoodwithus_","December 16, 2025","","","#newyorkfood #carbone #rigatoni","Parm Rigatoni at Carbone NYC","Spicy rigatoni vodka at Carbone NYC","https://www.instagram.com/p/DSU8rDpDlhO/","SCRAPED"
"#newyorkfood","DS_YchikYAK","dakichnbk","January 2, 2026","11","","#newyorkfood #brooklyn #rastapasta","Salmon Rasta Pasta Brooklyn","Colorful rasta pasta with salmon in Brooklyn","https://www.instagram.com/p/DS_YchikYAK/","SCRAPED"
"#newyorkfood","C17cihzONwe","cereal_lover_boy","January 10, 2024","22042","","#newyorkfood #foodbracket #pickone #newyorkpizza #foodblogger","Pick the best New York food! One New York Food per Row bracket","NYC food bracket graphic: Bagel vs BEC vs Cronut, $1 Pizza vs Pastrami vs Hot Dog, Banana Pudding vs Cheesecake vs Levain Cookie","https://www.instagram.com/p/C17cihzONwe/","SCRAPED"
"#newyorkfood","DTJu9LGCWQ1","adt_diaries","January 6, 2026","108","","#newyork #newyorkeats #newyorklife #nyfoodie #newyorkfood","NYC food recap at Leonetta NYC - Pasta al Limone and Chermoula Rockfish Steak with black garlic hummus and Fig Cake dessert","Two pink ceramic bowls with pasta al limone and rockfish at Leonetta NYC restaurant","https://www.instagram.com/p/DTJu9LGCWQ1/","SCRAPED"
"#newyorkfood","DRXThoNEd6P","fork.and.chopsticks","November 22, 2025","33","","#nycfood #nyceats #nycfoodblog #nycrestaurant #newyorkfood #thaifood #thaicuisine #sappe #sappenyc","Sappe Thai restaurant - Hed Tod, Sen Kua noodles with crispy pork, Prawn Karee curry, charcoal-grilled skewers","Thai food spread with Sen Kua noodles on blue scalloped plate and prawn curry at Sappe NYC","https://www.instagram.com/p/DRXThoNEd6P/","SCRAPED"
"#newyorkfood","DRp628aDzDr","newyorkfoodgirls","November 30, 2025","19","","#nycfood #eatingnewyork #nycrestaurants #nyceats #nycfoodie #newyorkfood #newyorkfoodie #foodgram","Love this Italian spot - Il Gigante Trattoria","Italian food spread - spaghetti with tomato sauce, yellow ravioli, linguine with clams at Il Gigante Trattoria","https://www.instagram.com/p/DRp628aDzDr/","SCRAPED"
